Time,Person 1,Person 2,Class1 ,Class2
68480,1567,1707,3B,3B
68480,1570,1574,3B,3B
68480,1570,1712,3B,3B
68480,1574,1712,3B,3B
68480,1603,1922,2A,2A
68480,1604,1628,2A,2A
68480,1606,1647,2A,2A
68480,1606,1852,2A,Teachers
68480,1617,1641,2A,2A
68480,1618,1815,4A,4A
68480,1647,1852,2A,Teachers
68480,1647,1902,2A,2A
68480,1656,1908,1B,1B
68480,1661,1696,1B,1B
68480,1661,1912,1B,1B
68480,1663,1675,1B,1B
68480,1663,1920,1B,1B
68480,1664,1674,1B,1B
68480,1664,1687,1B,1B
68480,1664,1765,1B,1B
68480,1665,1698,1B,1B
68480,1665,1912,1B,1B
68480,1674,1697,1B,1B
68480,1675,1695,1B,1B
68480,1675,1745,1B,Teachers
68480,1675,1920,1B,1B
68480,1681,1912,1B,1B
68480,1687,1745,1B,Teachers
68480,1687,1765,1B,1B
68480,1688,1908,1B,1B
68480,1695,1920,1B,1B
68480,1698,1912,1B,1B
68480,1746,1763,Teachers,3A
68480,1767,1768,1A,1A
68480,1807,1880,4B,4B
68480,1809,1859,3A,3A
68480,1835,1910,4B,4B
68480,1836,1865,4B,4B
68480,1843,1859,3A,3A
68480,1852,1902,Teachers,2A
68480,1857,1866,4B,4B
68500,1453,1461,5A,5A
68500,1453,1501,5A,5A
68500,1459,1516,5A,5A
68500,1468,1493,5A,5A
68500,1479,1751,5A,5A
68500,1483,1637,5A,5A
68500,1495,1751,5A,5A
68500,1500,1539,4A,4A
68500,1500,1545,4A,4A
68500,1501,1751,5A,5A
68500,1504,1519,4A,4A
68500,1504,1539,4A,4A
68500,1504,1653,4A,Teachers
68500,1516,1522,5A,5A
68500,1528,1705,4A,4A
68500,1532,1533,4A,4A
68500,1545,1797,4A,4A
68500,1555,1574,3B,3B
68500,1558,1570,3B,3B
68500,1560,1572,3B,3B
68500,1560,1700,3B,3B
68500,1562,1700,3B,3B
68500,1564,1574,3B,3B
68500,1570,1594,3B,3B
68500,1572,1700,3B,3B
68500,1606,1647,2A,2A
68500,1613,1907,2A,2A
68500,1618,1815,4A,4A
68500,1643,1852,2A,Teachers
68500,1656,1688,1B,1B
68500,1664,1674,1B,1B
68500,1665,1698,1B,1B
68500,1665,1912,1B,1B
68500,1666,1697,1B,1B
68500,1674,1697,1B,1B
68500,1681,1912,1B,1B
68500,1685,1744,3B,3B
68500,1687,1765,1B,1B
68500,1695,1920,1B,1B
68500,1698,1912,1B,1B
68500,1745,1920,Teachers,1B
68500,1746,1801,Teachers,3A
68500,1753,1792,Teachers,1A
68500,1757,1787,1A,1A
68500,1759,1770,1A,1A
68500,1807,1880,4B,4B
68500,1820,1838,3A,3A
68500,1835,1910,4B,4B
68520,1452,1458,5A,5A
68520,1453,1501,5A,5A
68520,1458,1501,5A,5A
68520,1458,1520,5A,5A
68520,1459,1516,5A,5A
68520,1461,1495,5A,5A
68520,1477,1479,5A,5A
68520,1477,1495,5A,5A
68520,1477,1502,5A,5A
68520,1477,1751,5A,5A
68520,1479,1751,5A,5A
68520,1483,1637,5A,5A
68520,1503,1524,4A,4A
68520,1504,1519,4A,4A
68520,1504,1539,4A,4A
68520,1519,1653,4A,Teachers
68520,1532,1533,4A,4A
68520,1545,1797,4A,4A
68520,1551,1594,3B,3B
68520,1560,1700,3B,3B
68520,1562,1574,3B,3B
68520,1603,1919,2A,2A
68520,1606,1917,2A,2A
68520,1618,1815,4A,4A
68520,1625,1906,2A,2A
68520,1656,1673,1B,1B
68520,1656,1908,1B,1B
68520,1663,1675,1B,1B
68520,1663,1695,1B,1B
68520,1663,1920,1B,1B
68520,1665,1698,1B,1B
68520,1673,1688,1B,1B
68520,1673,1908,1B,1B
68520,1674,1697,1B,1B
68520,1675,1765,1B,1B
68520,1675,1920,1B,1B
68520,1680,1695,1B,1B
68520,1680,1779,1B,1B
68520,1681,1912,1B,1B
68520,1687,1765,1B,1B
68520,1695,1765,1B,1B
68520,1695,1920,1B,1B
68520,1696,1908,1B,1B
68520,1723,1822,3A,3A
68520,1731,1744,3B,3B
68520,1737,1741,3A,3A
68520,1737,1859,3A,3A
68520,1741,1795,3A,3A
68520,1741,1822,3A,3A
68520,1741,1859,3A,3A
68520,1752,1757,1A,1A
68520,1759,1770,1A,1A
68520,1775,1790,1A,1A
68520,1807,1880,4B,4B
68520,1819,1865,4B,4B
68520,1835,1910,4B,4B
68540,1429,1489,5B,5B
68540,1437,1465,5B,5B
68540,1452,1458,5A,5A
68540,1453,1501,5A,5A
68540,1458,1479,5A,5A
68540,1459,1516,5A,5A
68540,1459,1522,5A,5A
68540,1461,1479,5A,5A
68540,1468,1493,5A,5A
68540,1477,1502,5A,5A
68540,1477,1520,5A,5A
68540,1477,1751,5A,5A
68540,1500,1797,4A,4A
68540,1503,1524,4A,4A
68540,1504,1519,4A,4A
68540,1504,1539,4A,4A
68540,1504,1653,4A,Teachers
68540,1516,1522,5A,5A
68540,1528,1705,4A,4A
68540,1532,1533,4A,4A
68540,1545,1797,4A,4A
68540,1555,1574,3B,3B
68540,1555,1707,3B,3B
68540,1560,1700,3B,3B
68540,1562,1570,3B,3B
68540,1570,1712,3B,3B
68540,1570,1727,3B,3B
68540,1574,1707,3B,3B
68540,1603,1919,2A,2A
68540,1604,1625,2A,2A
68540,1616,1625,2A,2A
68540,1625,1906,2A,2A
68540,1656,1661,1B,1B
68540,1656,1673,1B,1B
68540,1656,1908,1B,1B
68540,1661,1698,1B,1B
68540,1663,1675,1B,1B
68540,1663,1687,1B,1B
68540,1663,1695,1B,1B
68540,1663,1765,1B,1B
68540,1664,1674,1B,1B
68540,1664,1684,1B,1B
68540,1665,1696,1B,1B
68540,1665,1908,1B,1B
68540,1673,1688,1B,1B
68540,1673,1779,1B,1B
68540,1675,1680,1B,1B
68540,1675,1765,1B,1B
68540,1680,1779,1B,1B
68540,1687,1765,1B,1B
68540,1687,1920,1B,1B
68540,1695,1765,1B,1B
68540,1695,1920,1B,1B
68540,1712,1727,3B,3B
68540,1714,1720,3A,3A
68540,1719,1801,3A,3A
68540,1731,1744,3B,3B
68540,1748,1833,3A,3A
68540,1752,1757,1A,1A
68540,1807,1880,4B,4B
68540,1835,1910,4B,4B
68540,1902,1919,2A,2A
68560,1429,1489,5B,5B
68560,1437,1465,5B,5B
68560,1452,1458,5A,5A
68560,1453,1501,5A,5A
68560,1458,1479,5A,5A
68560,1459,1516,5A,5A
68560,1459,1522,5A,5A
68560,1461,1477,5A,5A
68560,1461,1502,5A,5A
68560,1461,1751,5A,5A
68560,1477,1502,5A,5A
68560,1477,1520,5A,5A
68560,1477,1751,5A,5A
68560,1483,1637,5A,5A
68560,1502,1520,5A,5A
68560,1504,1548,4A,4A
68560,1504,1653,4A,Teachers
68560,1532,1730,4A,4A
68560,1539,1548,4A,4A
68560,1545,1797,4A,4A
68560,1546,1548,4A,4A
68560,1555,1560,3B,3B
68560,1555,1700,3B,3B
68560,1558,1572,3B,3B
68560,1558,1731,3B,3B
68560,1560,1700,3B,3B
68560,1560,1707,3B,3B
68560,1562,1570,3B,3B
68560,1562,1712,3B,3B
68560,1562,1731,3B,3B
68560,1570,1709,3B,Teachers
68560,1570,1712,3B,3B
68560,1574,1707,3B,3B
68560,1603,1616,2A,2A
68560,1603,1919,2A,2A
68560,1606,1852,2A,Teachers
68560,1606,1917,2A,2A
68560,1616,1919,2A,2A
68560,1617,1641,2A,2A
68560,1656,1688,1B,1B
68560,1656,1698,1B,1B
68560,1656,1908,1B,1B
68560,1661,1684,1B,1B
68560,1661,1696,1B,1B
68560,1663,1675,1B,1B
68560,1663,1695,1B,1B
68560,1663,1765,1B,1B
68560,1665,1675,1B,1B
68560,1666,1687,1B,1B
68560,1673,1688,1B,1B
68560,1673,1779,1B,1B
68560,1674,1684,1B,1B
68560,1674,1697,1B,1B
68560,1681,1698,1B,1B
68560,1684,1697,1B,1B
68560,1687,1765,1B,1B
68560,1688,1908,1B,1B
68560,1695,1779,1B,1B
68560,1698,1908,1B,1B
68560,1707,1727,3B,3B
68560,1709,1712,Teachers,3B
68560,1709,1727,Teachers,3B
68560,1712,1727,3B,3B
68560,1752,1757,1A,1A
68560,1753,1761,Teachers,1A
68560,1801,1822,3A,3A
68560,1835,1910,4B,4B
68560,1836,1865,4B,4B
68580,1452,1453,5A,5A
68580,1452,1458,5A,5A
68580,1452,1479,5A,5A
68580,1453,1458,5A,5A
68580,1458,1479,5A,5A
68580,1459,1516,5A,5A
68580,1459,1522,5A,5A
68580,1461,1477,5A,5A
68580,1461,1502,5A,5A
68580,1461,1751,5A,5A
68580,1468,1493,5A,5A
68580,1477,1502,5A,5A
68580,1477,1520,5A,5A
68580,1477,1751,5A,5A
68580,1483,1637,5A,5A
68580,1502,1751,5A,5A
68580,1504,1797,4A,4A
68580,1528,1705,4A,4A
68580,1533,1549,4A,4A
68580,1533,1815,4A,4A
68580,1539,1548,4A,4A
68580,1545,1797,4A,4A
68580,1546,1548,4A,4A
68580,1548,1653,4A,Teachers
68580,1560,1707,3B,3B
68580,1562,1685,3B,3B
68580,1562,1731,3B,3B
68580,1570,1685,3B,3B
68580,1570,1712,3B,3B
68580,1570,1731,3B,3B
68580,1574,1707,3B,3B
68580,1603,1616,2A,2A
68580,1603,1919,2A,2A
68580,1604,1625,2A,2A
68580,1606,1917,2A,2A
68580,1613,1907,2A,2A
68580,1616,1919,2A,2A
68580,1617,1641,2A,2A
68580,1625,1906,2A,2A
68580,1661,1696,1B,1B
68580,1661,1697,1B,1B
68580,1663,1675,1B,1B
68580,1663,1687,1B,1B
68580,1663,1695,1B,1B
68580,1663,1765,1B,1B
68580,1664,1666,1B,1B
68580,1664,1674,1B,1B
68580,1664,1684,1B,1B
68580,1666,1684,1B,1B
68580,1673,1698,1B,1B
68580,1674,1684,1B,1B
68580,1674,1697,1B,1B
68580,1675,1695,1B,1B
68580,1680,1688,1B,1B
68580,1680,1779,1B,1B
68580,1681,1698,1B,1B
68580,1685,1712,3B,3B
68580,1695,1920,1B,1B
68580,1704,1897,2B,2B
68580,1709,1712,Teachers,3B
68580,1732,1861,2B,2B
68580,1746,1795,Teachers,3A
68580,1783,1787,1A,1A
68580,1807,1880,4B,4B
68580,1835,1910,4B,4B
68580,1836,1865,4B,4B
68580,1852,1917,Teachers,2A
68600,1429,1489,5B,5B
68600,1451,1637,5A,5A
68600,1452,1458,5A,5A
68600,1452,1479,5A,5A
68600,1458,1479,5A,5A
68600,1459,1516,5A,5A
68600,1459,1522,5A,5A
68600,1461,1477,5A,5A
68600,1461,1501,5A,5A
68600,1468,1483,5A,5A
68600,1468,1493,5A,5A
68600,1477,1501,5A,5A
68600,1477,1502,5A,5A
68600,1495,1520,5A,5A
68600,1500,1538,4A,4A
68600,1500,1539,4A,4A
68600,1500,1705,4A,4A
68600,1502,1520,5A,5A
68600,1525,1528,4A,4A
68600,1533,1538,4A,4A
68600,1538,1815,4A,4A
68600,1545,1797,4A,4A
68600,1548,1653,4A,Teachers
68600,1551,1570,3B,3B
68600,1562,1707,3B,3B
68600,1574,1707,3B,3B
68600,1603,1919,2A,2A
68600,1617,1641,2A,2A
68600,1625,1628,2A,2A
68600,1625,1906,2A,2A
68600,1656,1673,1B,1B
68600,1656,1908,1B,1B
68600,1661,1665,1B,1B
68600,1661,1696,1B,1B
68600,1661,1765,1B,1B
68600,1663,1675,1B,1B
68600,1663,1687,1B,1B
68600,1663,1765,1B,1B
68600,1663,1920,1B,1B
68600,1664,1687,1B,1B
68600,1665,1698,1B,1B
68600,1673,1688,1B,1B
68600,1673,1779,1B,1B
68600,1680,1779,1B,1B
68600,1684,1697,1B,1B
68600,1687,1745,1B,Teachers
68600,1687,1765,1B,1B
68600,1688,1779,1B,1B
68600,1695,1779,1B,1B
68600,1695,1920,1B,1B
68600,1698,1765,1B,1B
68600,1704,1897,2B,2B
68600,1706,1715,2B,2B
68600,1707,1731,3B,3B
68600,1713,1897,2B,2B
68600,1727,1731,3B,3B
68600,1732,1861,2B,2B
68600,1738,1780,3A,3A
68600,1739,1743,2B,2B
68600,1739,1889,2B,2B
68600,1743,1872,2B,2B
68600,1748,1782,3A,3A
68600,1748,1795,3A,3A
68600,1748,1833,3A,3A
68600,1795,1820,3A,3A
68600,1807,1880,4B,4B
68600,1835,1910,4B,4B
68600,1836,1865,4B,4B
68600,1852,1917,Teachers,2A
68600,1861,1898,2B,2B
68600,1887,1897,2B,2B
68620,1451,1637,5A,5A
68620,1452,1495,5A,5A
68620,1458,1479,5A,5A
68620,1458,1495,5A,5A
68620,1459,1516,5A,5A
68620,1461,1502,5A,5A
68620,1461,1751,5A,5A
68620,1468,1493,5A,5A
68620,1477,1502,5A,5A
68620,1479,1520,5A,5A
68620,1479,1751,5A,5A
68620,1500,1524,4A,4A
68620,1500,1538,4A,4A
68620,1500,1705,4A,4A
68620,1500,1730,4A,4A
68620,1503,1538,4A,4A
68620,1503,1705,4A,4A
68620,1504,1525,4A,4A
68620,1504,1532,4A,4A
68620,1504,1815,4A,4A
68620,1516,1522,5A,5A
68620,1520,1751,5A,5A
68620,1524,1705,4A,4A
68620,1525,1532,4A,4A
68620,1532,1533,4A,4A
68620,1538,1705,4A,4A
68620,1545,1797,4A,4A
68620,1548,1653,4A,Teachers
68620,1579,1712,3B,3B
68620,1603,1616,2A,2A
68620,1603,1628,2A,2A
68620,1603,1919,2A,2A
68620,1617,1641,2A,2A
68620,1625,1628,2A,2A
68620,1625,1648,2A,2A
68620,1625,1906,2A,2A
68620,1628,1919,2A,2A
68620,1650,1883,Teachers,2B
68620,1661,1687,1B,1B
68620,1661,1696,1B,1B
68620,1663,1687,1B,1B
68620,1663,1745,1B,Teachers
68620,1663,1765,1B,1B
68620,1665,1698,1B,1B
68620,1680,1779,1B,1B
68620,1681,1698,1B,1B
68620,1687,1765,1B,1B
68620,1688,1745,1B,Teachers
68620,1695,1779,1B,1B
68620,1695,1920,1B,1B
68620,1697,1920,1B,1B
68620,1698,1745,1B,Teachers
68620,1702,1710,2B,2B
68620,1704,1877,2B,2B
68620,1713,1872,2B,2B
68620,1715,1739,2B,2B
68620,1715,1855,2B,2B
68620,1719,1859,3A,3A
68620,1739,1855,2B,2B
68620,1743,1855,2B,2B
68620,1763,1833,3A,3A
68620,1807,1880,4B,4B
68620,1819,1836,4B,4B
68620,1819,1865,4B,4B
68620,1820,1833,3A,3A
68620,1835,1910,4B,4B
68620,1836,1865,4B,4B
68620,1854,1855,2B,2B
68620,1861,1887,2B,2B
68620,1861,1898,2B,2B
68620,1887,1898,2B,2B
68620,1897,1898,2B,2B
68640,1452,1751,5A,5A
68640,1453,1461,5A,5A
68640,1458,1477,5A,5A
68640,1458,1495,5A,5A
68640,1459,1516,5A,5A
68640,1459,1522,5A,5A
68640,1468,1493,5A,5A
68640,1479,1502,5A,5A
68640,1479,1751,5A,5A
68640,1500,1503,4A,4A
68640,1500,1525,4A,4A
68640,1501,1520,5A,5A
68640,1503,1528,4A,4A
68640,1503,1538,4A,4A
68640,1504,1532,4A,4A
68640,1516,1522,5A,5A
68640,1524,1525,4A,4A
68640,1524,1528,4A,4A
68640,1528,1538,4A,4A
68640,1545,1837,4A,4A
68640,1546,1653,4A,Teachers
68640,1548,1653,4A,Teachers
68640,1551,1570,3B,3B
68640,1560,1580,3B,3B
68640,1562,1707,3B,3B
68640,1603,1616,2A,2A
68640,1603,1628,2A,2A
68640,1625,1906,2A,2A
68640,1649,1852,2A,Teachers
68640,1661,1696,1B,1B
68640,1661,1745,1B,Teachers
68640,1663,1675,1B,1B
68640,1663,1920,1B,1B
68640,1664,1684,1B,1B
68640,1664,1687,1B,1B
68640,1664,1745,1B,Teachers
68640,1664,1920,1B,1B
68640,1665,1698,1B,1B
68640,1673,1680,1B,1B
68640,1673,1779,1B,1B
68640,1674,1697,1B,1B
68640,1675,1695,1B,1B
68640,1680,1779,1B,1B
68640,1687,1765,1B,1B
68640,1695,1920,1B,1B
68640,1702,1708,2B,2B
68640,1702,1718,2B,2B
68640,1704,1713,2B,2B
68640,1706,1890,2B,2B
68640,1708,1743,2B,2B
68640,1708,1749,2B,2B
68640,1713,1718,2B,2B
68640,1713,1889,2B,2B
68640,1718,1897,2B,2B
68640,1732,1897,2B,2B
68640,1782,1859,3A,3A
68640,1805,1836,4B,4B
68640,1819,1836,4B,4B
68640,1819,1865,4B,4B
68640,1820,1833,3A,3A
68640,1835,1910,4B,4B
68640,1836,1865,4B,4B
68640,1851,1854,2B,2B
68640,1887,1897,2B,2B
68660,1434,1475,5B,5B
68660,1451,1637,5A,5A
68660,1452,1458,5A,5A
68660,1453,1501,5A,5A
68660,1458,1479,5A,5A
68660,1458,1520,5A,5A
68660,1459,1516,5A,5A
68660,1461,1501,5A,5A
68660,1461,1751,5A,5A
68660,1468,1493,5A,5A
68660,1495,1520,5A,5A
68660,1500,1504,4A,4A
68660,1500,1528,4A,4A
68660,1500,1705,4A,4A
68660,1500,1797,4A,4A
68660,1501,1502,5A,5A
68660,1503,1524,4A,4A
68660,1503,1525,4A,4A
68660,1504,1528,4A,4A
68660,1504,1797,4A,4A
68660,1528,1705,4A,4A
68660,1528,1797,4A,4A
68660,1538,1546,4A,4A
68660,1545,1548,4A,4A
68660,1545,1653,4A,Teachers
68660,1545,1837,4A,4A
68660,1548,1653,4A,Teachers
68660,1551,1564,3B,3B
68660,1551,1570,3B,3B
68660,1560,1731,3B,3B
68660,1580,1685,3B,3B
68660,1604,1625,2A,2A
68660,1606,1913,2A,2A
68660,1609,1647,2A,2A
68660,1625,1628,2A,2A
68660,1625,1649,2A,2A
68660,1625,1906,2A,2A
68660,1664,1666,1B,1B
68660,1664,1684,1B,1B
68660,1673,1680,1B,1B
68660,1673,1779,1B,1B
68660,1674,1684,1B,1B
68660,1675,1695,1B,1B
68660,1687,1697,1B,1B
68660,1695,1920,1B,1B
68660,1705,1797,4A,4A
68660,1706,1861,2B,2B
68660,1708,1743,2B,2B
68660,1708,1855,2B,2B
68660,1713,1863,2B,2B
68660,1730,1815,4A,4A
68660,1732,1897,2B,2B
68660,1749,1863,2B,2B
68660,1749,1889,2B,2B
68660,1835,1910,4B,4B
68660,1836,1865,4B,4B
68660,1851,1855,2B,2B
68660,1883,1897,2B,2B
68660,1889,1897,2B,2B
68660,1890,1898,2B,2B
68680,1452,1477,5A,5A
68680,1458,1479,5A,5A
68680,1458,1495,5A,5A
68680,1459,1516,5A,5A
68680,1459,1522,5A,5A
68680,1461,1477,5A,5A
68680,1461,1751,5A,5A
68680,1468,1493,5A,5A
68680,1483,1637,5A,5A
68680,1501,1502,5A,5A
68680,1503,1524,4A,4A
68680,1504,1539,4A,4A
68680,1524,1525,4A,4A
68680,1532,1618,4A,4A
68680,1548,1618,4A,4A
68680,1580,1685,3B,3B
68680,1606,1906,2A,2A
68680,1625,1649,2A,2A
68680,1625,1902,2A,2A
68680,1681,1912,1B,1B
68680,1698,1745,1B,Teachers
68680,1746,1763,Teachers,3A
68680,1782,1820,3A,3A
68680,1819,1836,4B,4B
68680,1835,1885,4B,4B
68680,1836,1865,4B,4B
68680,1883,1897,2B,2B
68680,1890,1898,2B,2B
68700,1429,1489,5B,5B
68700,1452,1458,5A,5A
68700,1452,1477,5A,5A
68700,1452,1479,5A,5A
68700,1453,1501,5A,5A
68700,1458,1477,5A,5A
68700,1458,1479,5A,5A
68700,1458,1495,5A,5A
68700,1459,1516,5A,5A
68700,1461,1751,5A,5A
68700,1468,1493,5A,5A
68700,1500,1528,4A,4A
68700,1500,1705,4A,4A
68700,1501,1502,5A,5A
68700,1502,1751,5A,5A
68700,1503,1524,4A,4A
68700,1503,1525,4A,4A
68700,1503,1705,4A,4A
68700,1504,1532,4A,4A
68700,1504,1533,4A,4A
68700,1524,1525,4A,4A
68700,1528,1705,4A,4A
68700,1532,1548,4A,4A
68700,1532,1618,4A,4A
68700,1533,1539,4A,4A
68700,1548,1618,4A,4A
68700,1548,1815,4A,4A
68700,1551,1570,3B,3B
68700,1555,1700,3B,3B
68700,1560,1685,3B,3B
68700,1580,1685,3B,3B
68700,1606,1628,2A,2A
68700,1606,1906,2A,2A
68700,1613,1907,2A,2A
68700,1616,1906,2A,2A
68700,1617,1911,2A,2A
68700,1618,1815,4A,4A
68700,1618,1837,4A,4A
68700,1625,1628,2A,2A
68700,1649,1852,2A,Teachers
68700,1650,1890,Teachers,2B
68700,1653,1837,Teachers,4A
68700,1661,1663,1B,1B
68700,1661,1680,1B,1B
68700,1661,1695,1B,1B
68700,1661,1696,1B,1B
68700,1663,1680,1B,1B
68700,1663,1687,1B,1B
68700,1663,1920,1B,1B
68700,1665,1698,1B,1B
68700,1680,1695,1B,1B
68700,1684,1695,1B,1B
68700,1687,1765,1B,1B
68700,1695,1920,1B,1B
68700,1702,1889,2B,2B
68700,1706,1861,2B,2B
68700,1713,1863,2B,2B
68700,1718,1855,2B,2B
68700,1718,1887,2B,2B
68700,1718,1897,2B,2B
68700,1732,1889,2B,2B
68700,1739,1872,2B,2B
68700,1795,1801,3A,3A
68700,1805,1819,4B,4B
68700,1836,1865,4B,4B
68700,1902,1919,2A,2A
68700,1913,1922,2A,2A
68720,1453,1501,5A,5A
68720,1457,1493,5A,5A
68720,1459,1516,5A,5A
68720,1461,1751,5A,5A
68720,1468,1493,5A,5A
68720,1468,1637,5A,5A
68720,1483,1493,5A,5A
68720,1498,1815,5A,4A
68720,1500,1545,4A,4A
68720,1500,1705,4A,4A
68720,1500,1797,4A,4A
68720,1501,1502,5A,5A
68720,1503,1524,4A,4A
68720,1503,1525,4A,4A
68720,1504,1533,4A,4A
68720,1504,1653,4A,Teachers
68720,1528,1538,4A,4A
68720,1528,1545,4A,4A
68720,1533,1548,4A,4A
68720,1538,1546,4A,4A
68720,1545,1705,4A,4A
68720,1545,1797,4A,4A
68720,1548,1549,4A,4A
68720,1551,1570,3B,3B
68720,1562,1712,3B,3B
68720,1562,1731,3B,3B
68720,1580,1685,3B,3B
68720,1606,1906,2A,2A
68720,1613,1907,2A,2A
68720,1616,1919,2A,2A
68720,1618,1815,4A,4A
68720,1625,1628,2A,2A
68720,1647,1911,2A,2A
68720,1649,1852,2A,Teachers
68720,1656,1674,1B,1B
68720,1656,1745,1B,Teachers
68720,1656,1779,1B,1B
68720,1661,1680,1B,1B
68720,1663,1695,1B,1B
68720,1665,1698,1B,1B
68720,1665,1912,1B,1B
68720,1681,1912,1B,1B
68720,1684,1695,1B,1B
68720,1684,1920,1B,1B
68720,1687,1765,1B,1B
68720,1695,1920,1B,1B
68720,1697,1908,1B,1B
68720,1702,1854,2B,2B
68720,1705,1797,4A,4A
68720,1706,1851,2B,2B
68720,1706,1861,2B,2B
68720,1713,1863,2B,2B
68720,1732,1889,2B,2B
68720,1795,1801,3A,3A
68720,1835,1857,4B,4B
68720,1836,1865,4B,4B
68720,1883,1897,2B,2B
68720,1902,1919,2A,2A
68740,1452,1477,5A,5A
68740,1452,1618,5A,4A
68740,1458,1479,5A,5A
68740,1459,1516,5A,5A
68740,1477,1520,5A,5A
68740,1495,1618,5A,4A
68740,1503,1837,4A,4A
68740,1504,1532,4A,4A
68740,1504,1533,4A,4A
68740,1504,1653,4A,Teachers
68740,1524,1525,4A,4A
68740,1524,1837,4A,4A
68740,1532,1548,4A,4A
68740,1533,1653,4A,Teachers
68740,1533,1730,4A,4A
68740,1539,1653,4A,Teachers
68740,1539,1730,4A,4A
68740,1580,1685,3B,3B
68740,1603,1648,2A,2A
68740,1604,1649,2A,2A
68740,1606,1609,2A,2A
68740,1613,1907,2A,2A
68740,1617,1647,2A,2A
68740,1618,1815,4A,4A
68740,1618,1837,4A,4A
68740,1643,1648,2A,2A
68740,1647,1852,2A,Teachers
68740,1649,1852,2A,Teachers
68740,1661,1696,1B,1B
68740,1663,1664,1B,1B
68740,1663,1674,1B,1B
68740,1663,1745,1B,Teachers
68740,1664,1779,1B,1B
68740,1665,1698,1B,1B
68740,1666,1674,1B,1B
68740,1666,1695,1B,1B
68740,1687,1765,1B,1B
68740,1695,1908,1B,1B
68740,1695,1920,1B,1B
68740,1697,1912,1B,1B
68740,1713,1863,2B,2B
68740,1815,1837,4A,4A
68740,1836,1865,4B,4B
68740,1883,1897,2B,2B
68740,1902,1919,2A,2A
68760,1429,1489,5B,5B
68760,1457,1751,5A,5A
68760,1461,1477,5A,5A
68760,1461,1493,5A,5A
68760,1461,1501,5A,5A
68760,1468,1637,5A,5A
68760,1468,1751,5A,5A
68760,1477,1501,5A,5A
68760,1495,1730,5A,4A
68760,1501,1502,5A,5A
68760,1525,1533,4A,4A
68760,1528,1545,4A,4A
68760,1528,1705,4A,4A
68760,1532,1548,4A,4A
68760,1533,1730,4A,4A
68760,1545,1705,4A,4A
68760,1560,1707,3B,3B
68760,1560,1712,3B,3B
68760,1580,1685,3B,3B
68760,1603,1648,2A,2A
68760,1606,1609,2A,2A
68760,1606,1647,2A,2A
68760,1606,1917,2A,2A
68760,1609,1917,2A,2A
68760,1617,1625,2A,2A
68760,1617,1628,2A,2A
68760,1625,1628,2A,2A
68760,1625,1647,2A,2A
68760,1643,1648,2A,2A
68760,1647,1649,2A,2A
68760,1649,1852,2A,Teachers
68760,1663,1674,1B,1B
68760,1664,1779,1B,1B
68760,1665,1698,1B,1B
68760,1666,1673,1B,1B
68760,1673,1688,1B,1B
68760,1681,1697,1B,1B
68760,1681,1912,1B,1B
68760,1687,1765,1B,1B
68760,1695,1920,1B,1B
68760,1697,1912,1B,1B
68760,1704,1877,2B,2B
68760,1706,1861,2B,2B
68760,1708,1743,2B,2B
68760,1709,1744,Teachers,3B
68760,1757,1767,1A,1A
68760,1836,1865,4B,4B
68760,1883,1897,2B,2B
68760,1902,1919,2A,2A
68780,1429,1489,5B,5B
68780,1451,1520,5A,5A
68780,1451,1637,5A,5A
68780,1453,1751,5A,5A
68780,1458,1502,5A,5A
68780,1459,1516,5A,5A
68780,1461,1477,5A,5A
68780,1461,1501,5A,5A
68780,1479,1498,5A,5A
68780,1495,1637,5A,5A
68780,1500,1519,4A,4A
68780,1501,1502,5A,5A
68780,1504,1539,4A,4A
68780,1516,1522,5A,5A
68780,1528,1538,4A,4A
68780,1532,1548,4A,4A
68780,1538,1546,4A,4A
68780,1551,1570,3B,3B
68780,1555,1685,3B,3B
68780,1558,1685,3B,3B
68780,1560,1574,3B,3B
68780,1570,1744,3B,3B
68780,1603,1647,2A,2A
68780,1606,1649,2A,2A
68780,1609,1917,2A,2A
68780,1613,1907,2A,2A
68780,1628,1647,2A,2A
68780,1628,1911,2A,2A
68780,1647,1648,2A,2A
68780,1649,1852,2A,Teachers
68780,1663,1674,1B,1B
68780,1665,1698,1B,1B
68780,1673,1684,1B,1B
68780,1673,1779,1B,1B
68780,1680,1688,1B,1B
68780,1680,1745,1B,Teachers
68780,1687,1765,1B,1B
68780,1688,1745,1B,Teachers
68780,1695,1920,1B,1B
68780,1697,1912,1B,1B
68780,1702,1854,2B,2B
68780,1706,1851,2B,2B
68780,1706,1861,2B,2B
68780,1708,1743,2B,2B
68780,1708,1858,2B,2B
68780,1713,1897,2B,2B
68780,1801,1859,3A,3A
68780,1836,1865,4B,4B
68780,1852,1902,Teachers,2A
68780,1902,1919,2A,2A
68780,1906,1911,2A,2A
68780,1907,1911,2A,2A
68800,1459,1468,5A,5A
68800,1459,1483,5A,5A
68800,1468,1495,5A,5A
68800,1477,1751,5A,5A
68800,1500,1533,4A,4A
68800,1500,1545,4A,4A
68800,1500,1546,4A,4A
68800,1500,1797,4A,4A
68800,1503,1618,4A,4A
68800,1503,1815,4A,4A
68800,1504,1532,4A,4A
68800,1504,1539,4A,4A
68800,1504,1730,4A,4A
68800,1528,1538,4A,4A
68800,1528,1546,4A,4A
68800,1532,1548,4A,4A
